,title,date,author,level,length,icon
462,HTML and CSS Fundamentals,Apr 12 2023,by Craig Shoemaker,Beginner,3h 14m,https://pluralsight.imgix.net/course-images/html-css-fundamentals-v1.png?w=120
463,Debugging Rust 2021 Applications,Apr 12 2023,by Scott Lee,Beginner,1h 24m,https://pluralsight.imgix.net/course-images/rust-2021-debugging-applications-v1.png?w=120
464,Collections in Rust 2021,Apr 12 2023,by Zachary Bennett,Intermediate,1h 32m,https://pluralsight.imgix.net/course-images/rust-2021-collections-v1.jpg?w=120
465,Git Fundamentals,Apr 11 2023,by Aaron Stewart,Beginner,2h 20m,https://pluralsight.imgix.net/course-images/fundamentals-git-v1.png?w=120
466,Architecting with Google Kubernetes Engine: Production (C3),Apr 11 2023,by Google Cloud,Beginner,2h 23m,https://pluralsight.imgix.net/course-images/architecting-google-kubernetes-engine-production-c3-2-v1.png?w=120
467,Essential Google Cloud Infrastructure: Core Services,Apr 11 2023,by Google Cloud,Beginner,3h 14m,https://pluralsight.imgix.net/course-images/essential-google-cloud-infrastructure-core-services-12-v1.png?w=120
468,Architecting with Google Kubernetes Engine: Foundations,Apr 11 2023,by Google Cloud,Beginner,1h 58m,https://pluralsight.imgix.net/course-images/architecting-google-kubernetes-engine-foundations-8-v1.png?w=120
469,Getting Started with Google Kubernetes Engine,Apr 11 2023,by Google Cloud,Beginner,2h 45m,https://pluralsight.imgix.net/course-images/getting-started-google-kubernetes-engine-11-v1.png?w=120
470,Elastic Google Cloud Infrastructure: Scaling and Automation,Apr 11 2023,by Google Cloud,Beginner,2h 43m,https://pluralsight.imgix.net/course-images/elastic-google-cloud-infrastructure-scaling-automation-11-v1.png?w=120
471,Selenium 4 Fundamentals with C#,Apr 11 2023,by Marko Vajs,Beginner,2h 46m,https://pluralsight.imgix.net/course-images/selenium-4-fundamentals-c-sharp-v1.png?w=120
472,Kotlin Fundamentals,Apr 11 2023,by Kevin Jones,Beginner,5h 4m,https://pluralsight.imgix.net/course-images/fundamentals-kotlin-v1.png?w=120
473,Google Cloud Big Data and Machine Learning Fundamentals,Apr 11 2023,by Google Cloud,Beginner,2h 32m,https://pluralsight.imgix.net/course-images/google-cloud-big-data-machine-learning-fundamentals-5-v1.png?w=120
474,Exam Review Tips and Tricks for CGRC,Apr 10 2023,by Kevin Henry,Beginner,22m,https://pluralsight.imgix.net/course-images/exam-review-tips-tricks-cgrc-cert-v1.png?w=120
475,Creating Interactive Experiences Using HTML APIs,Apr 10 2023,by Maximiliano Firtman,Intermediate,2h 59m,https://pluralsight.imgix.net/course-images/html-apis-using-creating-interactive-experiences-v1.jpg?w=120
476,Windows 11 Power Users,Mar 31 2023,by ClipTraining,Intermediate,1h 51m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
477,Getting Started with Linux,Mar 31 2023,by David Clinton,Beginner,1h 44m,https://pluralsight.imgix.net/course-images/linux-getting-started-v1.jpg?w=120
478,TDD in Java SE 17,Mar 31 2023,by Andrejs Doronins,Advanced,1h 50m,https://pluralsight.imgix.net/course-images/java-se-17-tdd-v1.jpg?w=120
479,SharePoint Online Pro,Mar 31 2023,by ClipTraining,Intermediate,3h 52m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
480,Using Google Analytics 4,Mar 31 2023,by Doru Catana,Intermediate,2h 39m,https://pluralsight.imgix.net/course-images/using-google-analytics-4-v1.png?w=120
481,Authentication and Authorization in ASP.NET Core 6 Web API,Mar 31 2023,by Roland Guijt,Intermediate,2h 10m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-web-api-authentication-authorization-v1.png?w=120
482,Preparing for Your Professional Cloud Network Engineer Journey,Mar 31 2023,by Google Cloud,Intermediate,1h 4m,https://pluralsight.imgix.net/course-images/preparing-professional-cloud-network-engineer-journey-3-v1.png?w=120
483,What's New in Spring Framework 6 and Spring Boot 3,Mar 31 2023,by Bryan Hansen,Intermediate,41m,https://pluralsight.imgix.net/course-images/spring-framework-6-spring-boot-3-whats-new-v1.png?w=120
484,VMware NSX-T Data Center: Troubleshooting and Repairing an NSX-T Environment,Mar 31 2023,by Greg Dickinson,Intermediate,1h 29m,https://pluralsight.imgix.net/course-images/vmware-nsx-t-data-center-troubleshooting-repairing-environment-cert-v1.jpg?w=120
485,Object-oriented Programming in Rust 2021,Mar 31 2023,by Giovanni Dicanio,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/rust-2021-object-oriented-programming-v1.jpg?w=120
486,Jakarta EE 10: The Big Picture,Mar 31 2023,by Antonio Goncalves,Beginner,1h 20m,https://pluralsight.imgix.net/course-images/jakarta-ee-10-big-picture-v1.png?w=120
487,Building No-Code Apps with AppSheet: Foundations,Mar 31 2023,by Google Cloud,Beginner,2h 25m,https://pluralsight.imgix.net/course-images/building-no-code-apps-appsheet-foundations-5-v1.png?w=120
488,Jakarta EE 10: The Big Picture,Mar 31 2023,by Pluralsight,Beginner,1h 20m,https://pluralsight.imgix.net/course-images/jakarta-ee-10-big-picture-v1.png?w=120
489,Maintaining Windows 10/11,Mar 31 2023,by Glenn Weadock,Intermediate,3h 17m,https://pluralsight.imgix.net/course-images/windows-10-maintaining-cert-v1.jpg?w=120
490,Getting Started with OpenShift 4,Mar 31 2023,by Ben Weissman,Intermediate,1h 32m,https://pluralsight.imgix.net/course-images/openshift-4-getting-started-v1.jpg?w=120
491,Windows 11 Internals: Kernel Mechanisms,Mar 31 2023,by Pavel Yosifovich,Intermediate,6h 50m,https://pluralsight.imgix.net/course-images/windows-11-internals-kernel-mechanisms-v1.jpg?w=120
492,Creating Forms in ServiceNow,Mar 31 2023,by Saravanan Dhandapani,Intermediate,1h 2m,https://pluralsight.imgix.net/course-images/servicenow-creating-forms-2023-v1.jpg?w=120
493,Machine Learning Operations (MLOps): Getting Started,Mar 31 2023,by Google Cloud,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/machine-learning-operations-mlops-getting-started-v1.png?w=120
494,Creating Forms in ServiceNow,Mar 31 2023,by Saravanan Dhandapani,Intermediate,1h 2m,https://pluralsight.imgix.net/course-images/servicenow-creating-forms-2023-v1.jpg?w=120
495,AWS Certified SysOps Admin - Associate,Mar 30 2023,by Faye Ellis,Intermediate,22h 23m,https://pluralsight.imgix.net/course-images/aws-certified-sysops-admin---associate-v1.jpg?w=120
496,Running Jenkins in Docker,Mar 30 2023,by Chris Behrens,Intermediate,2h 9m,https://pluralsight.imgix.net/course-images/jenkins-docker-running-v1.jpg?w=120
497,User Experience Design Fundamentals,Mar 29 2023,by Amber Israelsen,Beginner,1h 58m,https://pluralsight.imgix.net/course-images/user-experience-design-fundamentals-v2.jpg?w=120
498,Getting Started as a Power BI Admin,Mar 29 2023,by Thomas LeBlanc,Beginner,56m,https://pluralsight.imgix.net/course-images/getting-started-powerbi-admin-v1.jpg?w=120
499,Preparing for Your Associate Cloud Engineer Journey,Mar 29 2023,by Google Cloud,Beginner,51m,https://pluralsight.imgix.net/course-images/preparing-associate-cloud-engineer-journey-1-v1.png?w=120
500,Jira: Getting Started,Mar 28 2023,by Jim Weaver,Beginner,2h 45m,https://pluralsight.imgix.net/course-images/jira-getting-started-v1.png?w=120
501,Python 3 Fundamentals,Mar 28 2023,by Sarah Holderness,Beginner,2h 55m,https://pluralsight.imgix.net/course-images/python-3-fundamentals-v2.png?w=120
502,Getting Started With Application Development,Mar 28 2023,by Google Cloud,Beginner,2h 28m,https://pluralsight.imgix.net/course-images/getting-started-application-development-10-v1.png?w=120
503,"App Deployment, Debugging, and Performance",Mar 28 2023,by Google Cloud,Beginner,1h 22m,https://pluralsight.imgix.net/course-images/app-deployment-debugging-performance-12-v1.png?w=120
504,Windows 11 Essentials,Mar 28 2023,by ClipTraining,Beginner,2h 31m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
505,Configuring and Compiling TypeScript 5 Projects,Mar 28 2023,by Daniel Stern,Intermediate,1h 38m,https://pluralsight.imgix.net/course-images/typescript-5-projects-configuring-compiling-v1.jpg?w=120
506,Vue 3 Router,Mar 27 2023,by Nertil Poci,Intermediate,2h 31m,https://pluralsight.imgix.net/course-images/vue-3-router-v1.png?w=120
507,AWS Certified Security – Specialty (SCS-C01),Mar 24 2023,by Andru Estes,Advanced,13h 13m,https://pluralsight.imgix.net/course-images/aws-certified-security---specialty-scs-c01-v1.jpg?w=120
508,Implementing Seamless MPLS and Carrier Supporting Carrier,Mar 24 2023,by Pluralsight,Advanced,1h 29m,https://pluralsight.imgix.net/course-images/implementing-seamless-mpls-carrier-supporting-cert-v1.jpg?w=120
509,Building Applications with Eventarc on Google Cloud,Mar 24 2023,by Google Cloud,Beginner,1h 4m,https://pluralsight.imgix.net/course-images/building-applications-eventarc-google-cloud-v1.png?w=120
510,Implementing Seamless MPLS and Carrier Supporting Carrier,Mar 24 2023,by Nick Russo,Advanced,1h 29m,https://pluralsight.imgix.net/course-images/implementing-seamless-mpls-carrier-supporting-cert-v1.jpg?w=120
511,"Kubernetes Security: Implementing Monitoring, Logging, and Runtime Security",Mar 24 2023,by Antonio Jesús Piedra,Intermediate,28m,https://pluralsight.imgix.net/course-images/kubernetes-security-implementing-monitoring-logging-runtime-cert-2023-v1.jpg?w=120
512,"Kubernetes Security: Implementing Monitoring, Logging, and Runtime Security",Mar 24 2023,by Pluralsight,Intermediate,28m,https://pluralsight.imgix.net/course-images/kubernetes-security-implementing-monitoring-logging-runtime-cert-2023-v1.jpg?w=120
513,Product Management: Stakeholder Management,Mar 23 2023,by Milena Pajic,Beginner,1h 25m,https://pluralsight.imgix.net/course-images/product-management-stakeholder-management-v1.jpg?w=120
514,The IT Ops Sessions: The Effect of ChatGPT and AI on the World of IT Certification,Mar 23 2023,by Tim Warner,Intermediate,1h 40m,https://pluralsight.imgix.net/course-images/chatgpt-ai-it-certification-effect-it-ops-sessions-v1.png?w=120
515,The IT Ops Sessions: The Effect of ChatGPT and AI on the World of IT Certification,Mar 23 2023,by Pluralsight,Intermediate,1h 40m,https://pluralsight.imgix.net/course-images/chatgpt-ai-it-certification-effect-it-ops-sessions-v1.png?w=120
516,Securing and Integrating Components of your Application,Mar 23 2023,by Google Cloud,Beginner,1h 20m,https://pluralsight.imgix.net/course-images/securing-integrating-components-application-10-v1.png?w=120
517,Apache Spark 3 Fundamentals,Mar 23 2023,by Mohit Batra,Beginner,6h 18m,https://pluralsight.imgix.net/course-images/apache-spark-3-fundamentals-v1.png?w=120
518,Working with Git and GitHub in Visual Studio 2022,Mar 23 2023,by Thomas Claudius Huber,Intermediate,2h 18m,https://pluralsight.imgix.net/course-images/visual-studio-2022-working-git-github-v1.jpg?w=120
519,Working with Git and GitHub in Visual Studio 2022,Mar 23 2023,by Pluralsight,Intermediate,2h 18m,https://pluralsight.imgix.net/course-images/visual-studio-2022-working-git-github-v1.jpg?w=120
520,Cleaning Data with Pandas,Mar 23 2023,by Pratheerth Padman,Beginner,57m,https://pluralsight.imgix.net/course-images/cleaning-data-pandas-v1.jpg?w=120
521,Google Meet,Mar 22 2023,by Google Cloud,Beginner,41m,https://pluralsight.imgix.net/course-images/google-meet-v1.png?w=120
522,Claiming Your Space in the Data Workplace as a Black Woman,Mar 22 2023,by Pluralsight,Beginner,30m,https://pluralsight.imgix.net/course-images/profdev-series-claiming-space-data-workplace-v1.jpg?w=120
523,Google Chat,Mar 22 2023,by Google Cloud,Beginner,47m,https://pluralsight.imgix.net/course-images/google-chat-v1.png?w=120
524,Reliable Google Cloud Infrastructure: Design and Process,Mar 22 2023,by Pluralsight,Intermediate,4h 22m,https://pluralsight.imgix.net/course-images/reliable-google-cloud-infrastructure-design-process-8-v1.png?w=120
525,Networking in Google Cloud: Hands-On Practice,Mar 22 2023,by Google Cloud,Beginner,11m,https://pluralsight.imgix.net/course-images/networking-google-cloud-hands--practice-v1.png?w=120
526,vSphere 8: Deploying and Administering Virtual Machines and vApps,Mar 22 2023,by David Davis,Intermediate,5h 7m,https://pluralsight.imgix.net/course-images/vsphere-8-deploying-administering-virtual-machines-vapps-v1.jpg?w=120
527,Implementing C# 10 Unit Testing Using Visual Studio 2022 and .NET 6,Mar 22 2023,by Paul D. Sheriff,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/c-sharp-10-visual-studio-2022-dot-net-6-unit-testing-v1.png?w=120
528,Developing Containerized Applications on Google Cloud,Mar 22 2023,by Google Cloud,Beginner,6m,https://pluralsight.imgix.net/course-images/developing-containerized-applications-google-cloud-v1.png?w=120
529,"App Deployment, Debugging, and Performance",Mar 22 2023,by Google Cloud,Beginner,1h 22m,https://pluralsight.imgix.net/course-images/app-deployment-debugging-performance-10-v1.png?w=120
530,Google Cloud Fundamentals for AWS Professionals,Mar 22 2023,by Google Cloud,Beginner,2h 50m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-aws-professionals-4-v1.png?w=120
531,Object-oriented Programming in C# 10,Mar 22 2023,by Gill Cleeren,Beginner,4h 23m,https://pluralsight.imgix.net/course-images/c-sharp-10-object-oriented-programming-v1.png?w=120
532,Working with Files in Python,Mar 22 2023,by Xavier Morera,Intermediate,51m,https://pluralsight.imgix.net/course-images/python-working-files-v1.jpg?w=120
533,Understanding Google Cloud Security and Operations,Mar 21 2023,by Google Cloud,Beginner,1h 17m,https://pluralsight.imgix.net/course-images/understanding-google-cloud-security-operations-5-v1.png?w=120
534,Preparing for your Professional Cloud Architect Journey,Mar 21 2023,by Google Cloud,Intermediate,1h 38m,https://pluralsight.imgix.net/course-images/preparing-professional-cloud-architect-journey-5-v1.png?w=120
535,Enterprise Database Migration,Mar 21 2023,by Google Cloud,Beginner,3h 35m,https://pluralsight.imgix.net/course-images/enterprise-database-migration-2-v1.png?w=120
536,Modernizing Data Lakes and Data Warehouses with Google Cloud,Mar 21 2023,by Google Cloud,Beginner,3h ,https://pluralsight.imgix.net/course-images/modernizing-data-lakes-data-warehouses-google-cloud-5-v1.png?w=120
537,Certified Analytics Professional: Data,Mar 21 2023,by Bismark Adomako,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/certified-analytics-professional-data-v1.jpg?w=120
538,"Smart Analytics, Machine Learning, and AI on Google Cloud",Mar 21 2023,by Pluralsight,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/smart-analytics-machine-learning-ai-google-cloud-5-v1.png?w=120
539,"Smart Analytics, Machine Learning, and AI on Google Cloud",Mar 21 2023,by Google Cloud,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/smart-analytics-machine-learning-ai-google-cloud-5-v1.png?w=120
540,Innovating with Data and Google Cloud,Mar 21 2023,by Google Cloud,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/innovating-data-google-cloud-6-v1.png?w=120
541,Infrastructure and Application Modernization with Google Cloud,Mar 21 2023,by Google Cloud,Beginner,1h 17m,https://pluralsight.imgix.net/course-images/infrastructure-application-modernization-google-cloud-3-v1.png?w=120
542,Vertex Forecasting and Time Series in Practice,Mar 21 2023,by Google Cloud,Intermediate,3h ,https://pluralsight.imgix.net/course-images/vertex-forecasting-time-series-practice-1-v1.png?w=120
543,Git Configuration and Attributes,Mar 20 2023,by AJ Foster,Intermediate,42m,https://pluralsight.imgix.net/course-images/git-configuration-attributes-v1.jpg?w=120
544,Building DSLs in Kotlin,Mar 20 2023,by Greg Milette,Advanced,1h 32m,https://pluralsight.imgix.net/course-images/kotlin-building-dsls-v1.jpg?w=120
545,The IT Ops Sessions: Event-Driven Ansible,Mar 17 2023,by Luca Berton,Intermediate,21m,https://pluralsight.imgix.net/course-images/ansible-event-driven-it-ops-sessions-v1.png?w=120
546,The IT Ops Sessions: Using the Linux Desktop for Your Business,Mar 17 2023,by David Clinton,Intermediate,22m,https://pluralsight.imgix.net/course-images/linux-desktop-business-using-it-ops-sessions-v1.png?w=120
547,Spinnaker Fundamentals,Mar 17 2023,by S Panda,Intermediate,2h 32m,https://pluralsight.imgix.net/course-images/spinnaker-fundamentals-v1.jpg?w=120
548,Spinnaker Fundamentals,Mar 17 2023,by S Panda,Intermediate,2h 32m,https://pluralsight.imgix.net/course-images/spinnaker-fundamentals-v1.jpg?w=120
