nro,title,title_url,title_badge,date,author,level,length,icon
9694,CAMWorks Fundamentals - Milling 2.5 & 3 Axis,https://www.pluralsight.com/courses/camworks-milling-2dot5-3-axis-fundamentals,Skills - Expanded,Aug 30 2016,by Michael Buchli,Beginner,2h 31m,https://pluralsight.imgix.net/course-images/camworks-milling-2dot5-3-axis-fundamentals-v3.jpg?w=120
9695,AutoCAD 2017 Essentials: Rendering Interior and Exterior Scenes,https://www.pluralsight.com/courses/autocad-2017-essentials-rendering-interior-exterior-scene,Skills,Aug 30 2016,by Jaiprakash Pandey,Intermediate,1h 27m,https://pluralsight.imgix.net/course-images/autocad-2017-essentials-rendering-interior-exterior-scene-v2.jpg?w=120
9696,Creating Photo Realistic Renderings and Animations in Fusion 360,https://www.pluralsight.com/courses/fusion-360-creating-photo-realistic-renderings-animations,Skills - Expanded,Aug 30 2016,by Rob Duarte,Intermediate,1h 31m,https://pluralsight.imgix.net/course-images/fusion-360-creating-photo-realistic-renderings-animations-v1.jpg?w=120
9697,Fusion 360 - Wooden Toy Design,https://www.pluralsight.com/courses/fusion-360-wooden-toy-design,Skills - Expanded,Aug 30 2016,by Tanner Knight,Beginner,1h 44m,https://pluralsight.imgix.net/course-images/fusion-360-wooden-toy-design-v1.jpg?w=120
9698,Layer 2 Security for CCNA Security (210-260) IINS,https://www.pluralsight.com/courses/layer2-ccna-security-210-260-iins,Skills - Expanded,Aug 30 2016,by Brandon Carroll,Intermediate,2h 42m,https://pluralsight.imgix.net/course-images/layer2-ccna-security-210-260-iins-v1.jpg?w=120
9699,Pre 2017 - Design and Implement Web Apps for Azure Solutions (70-532),https://www.pluralsight.com/courses/azure-solutions-web-apps-70-532,Skills - Expanded,Aug 30 2016,by Tim Warner,Intermediate,5h 30m,https://img.pluralsight.com/course-images/azure-solutions-web-apps-70-532-v1.jpg?w=120
9700,Building Your Cyber Security Vocabulary,https://www.pluralsight.com/courses/building-your-cyber-security-vocabulary,Skills - Expanded,Aug 30 2016,by Serge Borso,Beginner,57m,https://pluralsight.imgix.net/course-images/building-your-cyber-security-vocabulary-v1.jpg?w=120
9701,Troubleshooting Cisco Networks: IPv4 Routing Protocols for CCNP R&S 300-135 TSHOOT,https://www.pluralsight.com/courses/ipv4-routing-protocols-ccnp-300-135-tshoot,Skills,Aug 30 2016,by Ben Piper,Intermediate,2h 27m,https://pluralsight.imgix.net/course-images/ipv4-routing-protocols-ccnp-300-135-tshoot-v1.jpg?w=120
9702,Force Layout Graphs in D3,https://www.pluralsight.com/courses/force-layout-graphs-d3,Skills - Expanded,Aug 29 2016,by Ben Sullins,Intermediate,2h 33m,https://pluralsight.imgix.net/course-images/force-layout-graphs-d3-v1.jpg?w=120
9703,Hadoop for .NET Developers,https://www.pluralsight.com/courses/hadoop-for-dotnet-developers,Skills - Expanded,Aug 29 2016,by Elton Stoneman,Beginner,2h 53m,https://pluralsight.imgix.net/course-images/hadoop-for-dotnet-developers-v1.jpg?w=120
9704,Building an MVVM-based Architecture for Xamarin 3 Mobile Apps,https://www.pluralsight.com/courses/mvvm-based-architecture-xamarin-mobile-apps,Skills - Expanded,Aug 29 2016,by Gill Cleeren,Intermediate,4h 32m,https://pluralsight.imgix.net/course-images/mvvm-based-architecture-xamarin-mobile-apps-v1.jpg?w=120
9705,Advanced Security for CCNA Security (210-260) IINS,https://www.pluralsight.com/courses/advanced-ccna-security-210-260-iins,Skills - Expanded,Aug 29 2016,by Brandon Carroll,Intermediate,2h 40m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9706,Getting Started with the Microsoft Enterprise Mobility Suite,https://www.pluralsight.com/courses/microsoft-enterprise-mobility-suite-getting-started,Skills - Expanded,Aug 29 2016,by Justin Harris,Intermediate,4h 6m,https://pluralsight.imgix.net/course-images/microsoft-enterprise-mobility-suite-getting-started-v1.jpg?w=120
9707,iOS Debugging in Xcode,https://www.pluralsight.com/courses/ios-debugging-xcode,Skills - Expanded,Aug 26 2016,by Matthew Kruczek,Intermediate,3h 29m,https://pluralsight.imgix.net/course-images/ios-debugging-xcode-v1.jpg?w=120
9708,Getting Started with Jenkins 2,https://www.pluralsight.com/courses/jenkins-2-getting-started,Skills - Expanded,Aug 24 2016,by Wes Higbee,Beginner,3h 36m,https://pluralsight.imgix.net/course-images/jenkins-2-getting-started-v1.jpg?w=120
9709,Web App Hacking: Cookie Attacks,https://www.pluralsight.com/courses/cookie-attacks-web-app-hacking,Skills - Expanded,Aug 22 2016,by Dawid Czagan,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/cookie-attacks-web-app-hacking-v1.jpg?w=120
9710,Android Fundamentals: SharedPreferences,https://www.pluralsight.com/courses/android-fundamentals-shared-preferences,Skills,Aug 22 2016,by Sriyank Siddhartha,Beginner,1h 38m,https://pluralsight.imgix.net/course-images/android-fundamentals-shared-preferences-v1.jpg?w=120
9711,Windows Server Administration Fundamentals Using PowerShell,https://www.pluralsight.com/courses/windows-server-administration-fundamentals-using-powershell,Skills,Aug 22 2016,by Michael Bender,Beginner,8h 27m,https://pluralsight.imgix.net/course-images/windows-server-administration-fundamentals-using-powershell-v1.jpg?w=120
9712,Electron Fundamentals,https://www.pluralsight.com/courses/electron-fundamentals,Skills,Aug 22 2016,by Jake Trent,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/electron-fundamentals-v1.jpg?w=120
9713,Introduction to Particles in NUKEX,https://www.pluralsight.com/courses/nukex-introduction-particles-2555,Skills - Expanded,Aug 22 2016,by Florian Girardot,Advanced,1h 18m,https://pluralsight.imgix.net/course-images/nukex-introduction-particles-2555-v1.jpg?w=120
9714,WPF Productivity Playbook,https://www.pluralsight.com/courses/wpf-productivity-playbook,Skills - Expanded,Aug 22 2016,by Brian Noyes,Intermediate,2h 57m,https://pluralsight.imgix.net/course-images/wpf-productivity-playbook-v1.jpg?w=120
9715,Designing/Deploying Exchange 2016: Client Access,https://www.pluralsight.com/courses/designing-deploying-exchange-2016-70-345-client-access,Skills,Aug 19 2016,by Paul Cunningham,Intermediate,3h 27m,https://pluralsight.imgix.net/course-images/designing-deploying-exchange-2016-70-345-client-access-v1.jpg?w=120
9716,Compiled Data Binding Fundamentals in UWP 10 Using XAML,https://www.pluralsight.com/courses/compiled-data-binding-uwp-using-xaml,Skills - Expanded,Aug 19 2016,by Thomas Claudius Huber,Intermediate,2h 49m,https://pluralsight.imgix.net/course-images/compiled-data-binding-uwp-using-xaml-v1.jpg?w=120
9717,"Information Systems Auditor: Operations, Maintenance, and Service",https://www.pluralsight.com/courses/information-systems-auditor-operations-maintenance-service,Skills - Expanded,Aug 19 2016,by Kevin Henry,Intermediate,3h 6m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
9718,Information Systems Auditor: Governance and Management,https://www.pluralsight.com/courses/information-systems-auditor-governance-management,Skills - Expanded,Aug 19 2016,by Kevin Henry,Intermediate,5h 7m,https://pluralsight.imgix.net/course-images/information-systems-auditor-governance-management-v1.jpg?w=120
9719,Information Systems Auditor: Protection of Information Assets,https://www.pluralsight.com/courses/information-systems-auditor-protection-assets,Skills - Expanded,Aug 19 2016,by Kevin Henry,Intermediate,6h 25m,https://pluralsight.imgix.net/course-images/information-systems-auditor-protection-assets-v1.jpg?w=120
9720,NURBS for Organic 3D Modeling in AutoCAD,https://www.pluralsight.com/courses/autocad-nurbs-organic-3d-modeling,Skills - Expanded,Aug 19 2016,by Francisco Castellanos,Advanced,1h 45m,https://pluralsight.imgix.net/course-images/autocad-nurbs-organic-3d-modeling-v1.jpg?w=120
9721,Information Systems Auditor: The Process of Auditing,https://www.pluralsight.com/courses/information-systems-auditor-process-auditing,Skills - Expanded,Aug 19 2016,by Kevin Henry,Intermediate,3h 50m,https://pluralsight.imgix.net/course-images/information-systems-auditor-process-auditing-v1.jpg?w=120
9722,Building Scalable APIs with GraphQL 14,https://www.pluralsight.com/courses/graphql-scalable-apis,Skills,Aug 19 2016,by Samer Buna,Intermediate,2h 10m,https://pluralsight.imgix.net/course-images/graphql-scalable-apis-v1.jpg?w=120
9723,Information Systems Auditor: Acquisition and Development,https://www.pluralsight.com/courses/information-systems-auditor-acquisition-development,Skills - Expanded,Aug 19 2016,by Kevin Henry,Intermediate,3h 25m,https://pluralsight.imgix.net/course-images/information-systems-auditor-acquisition-development-v1.jpg?w=120
9724,OCP 12c Performing Backup and Recovery Using New Features of RMAN,https://www.pluralsight.com/courses/ocp-12c-performing-backup-recovery-using-new-features-rman,Skills - Expanded,Aug 18 2016,by Tim Boles,Advanced,2h 40m,https://pluralsight.imgix.net/course-images/ocp-12c-performing-backup-recovery-using-new-features-rman-v1.jpg?w=120
9725,Get Started with Assemblies in Autodesk Fusion 360,https://www.pluralsight.com/courses/fusion-360-get-started-assemblies,Skills - Expanded,Aug 18 2016,by Jonathan Kriek,Beginner,22m,https://pluralsight.imgix.net/course-images/fusion-360-get-started-assemblies-v1.jpg?w=120
9726,Identifying & Fixing Performance Issues Caused by Parameter Sniffing,https://www.pluralsight.com/courses/identifying-fixing-performance-issues-caused-parameter-sniffing,Skills - Expanded,Aug 18 2016,by Gail Shaw,Intermediate,1h 28m,https://pluralsight.imgix.net/course-images/identifying-fixing-performance-issues-caused-parameter-sniffing-v1.jpg?w=120
9727,Increase Productivity: Add a Dev Console to Your App with JavaScript,https://www.pluralsight.com/courses/add-dev-console-to-your-app-with-javascript-increase-productivity,Skills - Expanded,Aug 18 2016,by Carlos Saloio,Beginner,2h 34m,https://pluralsight.imgix.net/course-images/add-dev-console-to-your-app-with-javascript-increase-productivity-v1.jpg?w=120
9728,Apex Academy: The Power of SOQL,https://www.pluralsight.com/courses/apex-soql-salesforce,Skills,Aug 18 2016,by David Liu,Intermediate,2h 57m,https://pluralsight.imgix.net/course-images/apex-soql-salesforce-v1.jpg?w=120
9729,Protocol Deep Dive: SSH and Telnet,https://www.pluralsight.com/courses/ssh-telnet-protocol-deep-dive,Skills,Aug 18 2016,by David Clinton,Intermediate,40m,https://img.pluralsight.com/course-images/ssh-telnet-protocol-deep-dive-v1.jpg?w=120
9730,Rebranding Workflows in Illustrator and Photoshop,https://www.pluralsight.com/courses/illustrator-photoshop-rebranding-workflows-2546,Skills - Expanded,Aug 18 2016,by Gary Simon,Intermediate,1h 44m,https://pluralsight.imgix.net/course-images/illustrator-photoshop-rebranding-workflows-2546-v1.jpg?w=120
9731,Puppet 4: Working with Modules and Classes,https://www.pluralsight.com/courses/puppet-4-working-modules-classes,Skills - Expanded,Aug 18 2016,by Andrew Mallett,Intermediate,3h 13m,https://pluralsight.imgix.net/course-images/puppet-4-working-modules-classes-v1.jpg?w=120
9732,How to Stop Man-in-the-Middle and Downgrade Attacks in Your Apps,https://www.pluralsight.com/courses/downgrade-attacks-in-apps-stop-man-in-the-middle,Skills - Expanded,Aug 17 2016,by Tim Morgan,Intermediate,2h 27m,https://pluralsight.imgix.net/course-images/downgrade-attacks-in-apps-stop-man-in-the-middle-v1.jpg?w=120
9733,Understanding 3D in Photoshop,https://www.pluralsight.com/courses/photoshop-understanding-3d-2532,Skills - Expanded,Aug 17 2016,by Kirk Nelson,Intermediate,2h 15m,https://pluralsight.imgix.net/course-images/photoshop-understanding-3d-2532-v1.jpg?w=120
9734,Getting Started with Consul,https://www.pluralsight.com/courses/consul-getting-started,Skills,Aug 17 2016,by Wes Higbee,Intermediate,4h 15m,https://pluralsight.imgix.net/course-images/consul-getting-started-v1.jpg?w=120
9735,Simplified .NET Background Tasks with Hangfire 1,https://www.pluralsight.com/courses/simplified-dotnet-background-tasks-hangfire,Skills,Aug 17 2016,by Rag Dhiman,Intermediate,2h 46m,https://pluralsight.imgix.net/course-images/simplified-dotnet-background-tasks-hangfire-v1.jpg?w=120
9736,Azure SQL Data Warehouse: First Look,https://www.pluralsight.com/courses/azure-sql-data-warehouse-first-look,Skills - Expanded,Aug 17 2016,by Warner Chaves,Beginner,1h 44m,https://pluralsight.imgix.net/course-images/azure-sql-data-warehouse-first-look-v1.jpg?w=120
9737,Access Your Own Low Cost SAP Development System,https://www.pluralsight.com/courses/access-low-cost-sap-development-system,Skills - Expanded,Aug 17 2016,by Alex Gonczy,Beginner,1h 14m,https://pluralsight.imgix.net/course-images/access-low-cost-sap-development-system-v1.jpg?w=120
9738,App Repackaging Using Orca,https://www.pluralsight.com/courses/app-repackaging-using-orca,Skills - Expanded,Aug 17 2016,by John O'Neill Sr.,Beginner,1h 20m,https://pluralsight.imgix.net/course-images/app-repackaging-using-orca-v1.jpg?w=120
9739,Adopting AWS: Watch This First,https://www.pluralsight.com/courses/adopting-aws-watch-this-first,Skills - Expanded,Aug 17 2016,by Lynn Monson,Intermediate,2h 19m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9740,WordPress Custom Theme Development,https://www.pluralsight.com/courses/wordpress-custom-theme-development,Skills - Expanded,Aug 17 2016,by Susan Simkins,Intermediate,2h 17m,https://pluralsight.imgix.net/course-images/wordpress-custom-theme-development-v1.jpg?w=120
9741,Entity Framework 6 Migrations for Large Teams,https://www.pluralsight.com/courses/entity-framework-migrations-large-teams,Skills,Aug 16 2016,by Michael Perry,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/entity-framework-migrations-large-teams-v1.jpg?w=120
9742,Onshape Essentials - Basic Part Modeling for Makers,https://www.pluralsight.com/courses/onshape-essentials-basic-part-modeling-makers,Skills - Expanded,Aug 16 2016,by Eric Schneiter,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/onshape-essentials-basic-part-modeling-makers-v1.jpg?w=120
9743,D3: The Big Picture,https://www.pluralsight.com/courses/d3-big-picture,Skills,Aug 16 2016,by Ben Sullins,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/d3-big-picture-v1.jpg?w=120
9744,Citrix XenDesktop/XenApp 7.6 LTSR CCP-V: Installing,https://www.pluralsight.com/courses/citrix-xendesktop-7-6-ltsr-ccp-v-installing,Skills - Expanded,Aug 16 2016,by Greg Shields,Intermediate,4h 9m,https://pluralsight.imgix.net/course-images/citrix-xendesktop-7-6-ltsr-ccp-v-installing-v1.jpg?w=120
9745,Fusion 360 and ZBrush for Iterative Design,https://www.pluralsight.com/courses/fusion-360-zbrush-iterative-design,Skills - Expanded,Aug 16 2016,by Ian Southwell,Intermediate,2h 7m,https://pluralsight.imgix.net/course-images/fusion-360-zbrush-iterative-design-v1.jpg?w=120
9746,AWS Security Fundamentals,https://www.pluralsight.com/courses/aws-security-fundamentals,Skills - Expanded,Aug 16 2016,by Keith Townsend,Beginner,2h 4m,https://pluralsight.imgix.net/course-images/aws-security-fundamentals-v1.jpg?w=120
9747,Working with Polymer.js 1 Elements,https://www.pluralsight.com/courses/polymer-js-elements-working,Skills - Expanded,Aug 16 2016,by Bill Stavroulakis,Intermediate,1h 42m,https://pluralsight.imgix.net/course-images/polymer-js-elements-working-v1.jpg?w=120
9748,LFCE: Advanced Linux Networking,https://www.pluralsight.com/courses/linux-networking-advanced-lfce,Skills,Aug 15 2016,by Anthony Nocentino,Intermediate,2h 45m,https://pluralsight.imgix.net/course-images/linux-networking-advanced-lfce-v1.jpg?w=120
9749,The 35 Things Everyone Needs to Know About Dynamics CRM,https://www.pluralsight.com/courses/dynamics-crm-what-everyone-needs-to-know,Skills - Expanded,Aug 15 2016,by Julie Yack,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/dynamics-crm-what-everyone-needs-to-know-v1.jpg?w=120
9750,RabbitMQ by Example,https://www.pluralsight.com/courses/rabbitmq-by-example,Skills,Aug 15 2016,by Stephen Haunts,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/rabbitmq-by-example-v1.jpg?w=120
9751,Troubleshooting Essentials for Cisco CCNA 200-125/100-105,https://www.pluralsight.com/courses/troubleshooting-essentials-cisco-ccna-200-125-100-105,Skills - Expanded,Aug 15 2016,by Ross Bagurdes,Intermediate,2h 14m,https://pluralsight.imgix.net/course-images/troubleshooting-essentials-cisco-ccna-200-125-100-105-v1.jpg?w=120
9752,Character Concept and Sculpting Techniques in 3D Coat,https://www.pluralsight.com/courses/3d-coat-character-concept-sculpting-techniques-2526,Skills - Expanded,Aug 15 2016,by Eric Kunzendorf,Intermediate,4h 33m,https://pluralsight.imgix.net/course-images/3d-coat-character-concept-sculpting-techniques-2526-v1.jpg?w=120
